title|url|brief|tags|ft_v|sc_v|th_v|doc|len_doc|ST|ET|yg|addr|label
宁夏灵武长枣，有机食品公司自产直销，附中日两国有机食品认证书|http://www.zhongchou.com/deal-show/id-257071|宁夏银湖农林牧开发有限公司即农业产业化龙头企业，公司位于宁夏灵武市狼皮子梁开发区，自产直销的灵武有机长枣与有机鲜食葡萄获中日两国有机食品认证，出口日本|宁夏#银川#休闲零食#果蔬种植#红枣#有机食品#美容保健|2181|9|110|2016-01-2416:00:02--感谢大家的支持，项目已成功结束。共完成2181元的筹资额，达成预定目标的110%，获得9人支持。我们会尽快实施项目，期待大家的后续关注。#2015-10-2921:40:14--截止2015-10-2921时，筹款超过100%，共2032元，获得8人次支持。感谢大家的支持，期待你们的继续关注。#2015-10-2921:40:14--上线1小时内筹资达到29%#2015-10-2921:40:14--感谢用户S6U97C898支持了￥359~#2015-10-2921:40:14--新项目“宁夏灵武长枣，有机食品公司自产直销，附中日两国有机食品认证书”上线了。我们的项目必须在2016年01月24日之前，筹集到2000才可成功，希望您能给予支持，持续关注我们的项目#2015-10-2800:14:32-宁夏红枣-大家好，感谢大家的大力支持，没想到这么快就众筹成功了。上线的时候忘了说清楚如何包装，这一次趁着发货的机会详细告诉大家：最外层为包装纸箱，其次为公司专用礼盒，上面有有机认证与国家地理标志保护产品认证，最里层为泡沫箱，保证运输无忧。再次感谢大家的支持，收到后好吃请给好评，不好吃退货。##¥149-3人-我司出产灵武有机长枣2斤一：我司出产灵武有机长枣2斤二：我司出产灵武有机长枣中国有机食品认证证书一份（彩色扫描件）三：我司出产灵武有机长枣日本有机食品认证证书一份（彩色扫描件）项目达标后随订随发，一般三至五天到货，如非有机食品双倍退款。预计回报发送时间：项目成功结束后立即发货#¥219-3人-我司出产灵武有机长枣3斤一：我司出产灵武有机长枣2斤二：我司出产灵武有机长枣中国有机食品认证证书一份（彩色扫描件）三：我司出产灵武有机长枣日本有机食品认证证书一份（彩色扫描件）项目达标后随订随发，一般三至五天到货，如非有机食品双倍退款。预计回报发送时间：项目成功结束后立即发货#¥359-3人-我司出产灵武有机长枣5斤一：我司出产灵武有机长枣5斤二：我司出产灵武有机长枣中国有机食品认证证书一份（彩色扫描件）三：我司出产灵武有机长枣日本有机食品认证证书一份（彩色扫描件）项目达标后随订随发，一般三至五天到货，如非有机食品双倍退款。预计回报发送时间：项目成功结束后立即发货#¥699-0人-我司出产灵武有机长枣10斤一：我司出产灵武有机长枣10斤二：我司出产灵武有机长枣中国有机食品认证证书一份（彩色扫描件）三：我司出产灵武有机长枣日本有机食品认证证书一份（彩色扫描件）项目达标后随订随发，一般三至五天到货，如非有机食品双倍退款。预计回报发送时间：项目成功结束后立即发货|1111|2015-10-26 15:25:33|2016-01-08 20:29:29|农业|宁夏#银川|休闲零食#果蔬种植#红枣#有机食品#美容保健
留坝香菇2期--特级香菇，不是个大而是肉厚味香|http://www.zhongchou.com/deal-show/id-308245|留坝香菇产自秦巴山区留坝县，是秦岭重要的森林副产品，为我国三大香菇分布地之一，也是我国两大香菇生产基地之一，以质量最优品质最佳著称，属国家星火开发项目|陕西#汉中#果蔬种植#生物科技#提高免疫力#延缓衰老#防癌抗癌|2045|9|103|2016-01-0810:00:01--感谢大家的支持，项目已成功结束。共完成2045元的筹资额，达成预定目标的103%，获得9人支持。我们会尽快实施项目，期待大家的后续关注。#2015-12-3016:00:02--截止2015-12-3016时，筹款超过100%，共2045元，获得9人次支持。感谢大家的支持，期待你们的继续关注。#2015-12-3012:00:01--2015-12-3012时，马上就要成功啦~快快来支持吧！#2015-12-2311:00:01--2015-12-2311时，筹资已经超过50%了，离成功越来越近啦~#2015-12-0914:00:01--感谢用户89ZP支持了￥105~#2015-12-0910:00:01--新项目“留坝香菇2期--特级香菇，不是个大而是肉厚味香”上线了。我们的项目必须在2016年01月08日之前，筹集到2000才可成功，希望您能给予支持，持续关注我们的项目##¥105-6人-秦岭森林出产特级留坝香菇，净重1.5斤秦岭森林出产特级留坝香菇，净重1.5斤，每0.5斤一袋，精美香菇袋密封包装。预计回报发送时间：项目成功结束后立即发货#¥205-0人-秦岭森林出产特级留坝香菇，净重3斤秦岭森林出产特级留坝香菇，净重3斤，每0.5斤一袋，精美香菇袋密封包装。预计回报发送时间：项目成功结束后立即发货#¥405-2人-秦岭森林出产特级留坝香菇，净重6斤秦岭森林出产特级留坝香菇，净重6斤，每0.5斤一袋，精美香菇袋密封包装。预计回报发送时间：项目成功结束后立即发货#¥605-1人-秦岭森林出产特级留坝香菇，净重9斤秦岭森林出产特级留坝香菇，净重9斤，每0.5斤一袋，精美香菇袋密封包装。预计回报发送时间：项目成功结束后立即发货|747|2015-12-09 13:46:56|2015-12-30 15:15:45|农业|陕西#汉中|果蔬种植#生物科技#提高免疫力#延缓衰老#防癌抗癌
因为喜爱，怀着20多年的感情一直做一件事|http://www.zhongchou.com/deal-show/id-514600|这片高山有那么一群可爱的人，20多年的守护，每一颗芒果都是真感情。|四川#攀枝花#芒果#凯特#攀枝花凯|1323|9|133|2016-09-0316:30:33-设计（美工）-感谢大家的支持如有需要可以加我微信联系我Aa1217389300#2016-08-2416:01:37-设计（美工）-微信已经爆红了亲们还在等什么呢！抓紧时间吧最后几天了！只有发多不会少发。把优惠都给大家。。。。。。#2016-08-2309:41:52-设计（美工）-美味看的见#2016-08-1619:21:25-设计（美工）-拍下即刻发货#项目发启#守护几十年的感情，精心种植用心呵护，#每一颗是汗水也是满满的爱，#我们怎么可以辜负，况且给我们带来的是如此#美味的健康水果，所以希望此次众筹能让凯特芒果崛起，#为什么我需要你的支持及资金用途#让那些快要坚持不下去的农户坚持下去，拓展开一条好的销量，#让更多的人知道有这么一群人，#有这么一种芒果“凯特”#免去种植后的担忧，怂恿更多农户来种植。还原本真价格。#可能存在的风险#此次众筹产品发货均是生芒果，支持的朋友们收到货后请放置2-5天在吃！#¥32-2人-支持32元可获得2.5斤支持32元可获得2.5斤攀枝花凯特芒果限制名额50预计回报发送时间：项目成功结束后15天内#¥46-2人／限300人-支持46元可获得5斤支持32元可获得2.5斤攀枝花凯特芒果限制名额300人预计回报发送时间：项目成功结束后15天内#¥83-1人／限400人-支持83元可获得9斤攀枝花凯特芒果支持83元可获得9斤攀枝花凯特芒果限制名额400人预计回报发送时间：项目成功结束后15天内#¥122-1人／限500人-支持122元可获得14斤攀枝花凯特芒果支持122元可获得14斤攀枝花凯特芒果限制名额500人预计回报发送时间：项目成功结束后15天内#¥162-1人／限600人-支持162元可获得19斤攀枝花凯特芒果支持162元可获得19斤攀枝花凯特芒果限制名额600人预计回报发送时间：项目成功结束后15天内#¥238-0人／限400人-支持238元可获得30斤攀枝花凯特芒果支持238元可获得30斤攀枝花凯特芒果限制名额400人预计回报发送时间：项目成功结束后15天内#¥400-2人／限200人-支持400元可获得50斤攀枝花凯特芒果支持400元可获得50斤攀枝花凯特芒果限制名额200人预计回报发送时间：项目成功结束后15天内|962|2016-08-16 12:44:42|2016-08-20 01:31:39|农业|四川#攀枝花|芒果#凯特#攀枝花凯
“嵎峡河谷”生态果园—咱烟台的诺曼底模式果园牧场|http://www.zhongchou.com/deal-show/id-616363|“投资健康农产品，提升生命品质”。人生最成功的投资就是投资自己和家人的健康，期待更多的朋友认可并支持|农业|6049|9|121|2017-01-0910:35:05-老鲁_生态农业-感谢各位朋友支持！项目已经圆满结束，期待今后更多朋友支持！我们将一如既往的做好优质农产品，并尽快安排给各位支持的朋友发放回报！#2016-12-1312:28:58-老鲁_生态农业-今天又到基地转了一圈，水库的野鸭也越来越多了！还有我们的观景小木屋也已经建好了！#2016-12-1217:59:08-老鲁_生态农业-感谢朋友们的支持与厚爱，让我们的众筹提前打成目标。但我们的努力不会停止，2017年，我们的生态农业项目还将按照规划逐步开展后续的建设和项目。明年我们的生态环境还将进一步改善！<br/>青山绿水就是金山银山，我们将会不断的努力，也期待更多的朋友支持我们的项目，选择我们的优质农产品！<br/>选了几张优美的生态优良的地方的照片，那是我梦中的天堂！与朋友们共勉！#2016-12-1120:23:33-老鲁_生态农业-各位朋友，忘记公布电话了，我的手机号是13697858950，有问题的朋友们随时来电咨询或者建议！#2016-12-1119:21:13-老鲁_生态农业-今天去基地溜了一圈，湖面上好多越冬的野鸭！生态农庄的运作，环境的改善，野鸭越来越多了（后面的丘陵就是我们的基地）！放大才能看清啊（在水面上的小黑点，咱手机拍的效果不咋地）！另外拍了一张基地的办公楼！欢迎朋友们有空来指导！最后一张照片是网上下的（哈哈）！#2016-12-0920:15:12-老鲁_生态农业-感谢支持！#2016-12-0920:01:07-老鲁_生态农业-各位朋友们，第一次参加众筹项目，难免忐忑，感谢支持的朋友们！我们坚持做优质生态农产品，您们的支持和信任，是我们前进的最大动力！#项目故事#“投资健康农产品，提升生命品质”。人生最成功的投资就是投资自己和家人的健康，期待更多的朋友认可并支持我们的理念。####我需要更多的支持#通过本次众筹，让有共同理念的朋友们接触、认识、理解、支持我们的生态果园项目，并通过支持项目的回馈产品分享，让支持我们的同仁，通过体验我们2016年生态果园项目的产品，给予支持和建议，并监督和鞭策我们项目严格按照项目设立的“初心”，持续前行。###我提供的项目回报#我们怀着感恩的心，期待大家的支持，我们也将把我们“果园牧场”的优质农产品，回馈给关心我们的朋友们品尝！###关于我#项目的负责人鲁守臣，这是一个有着浓厚农业情怀的人。#¥108-1人／限20人-回馈四季平安果礼盒一份预计回报发送时间：项目成功结束后立即发货#¥168-0人／限50人-回馈果园散养跑山鸡一只（白条鸡，净重3.5斤以上）预计回报发送时间：项目成功结束后立即发货#¥260-0人／限30人-回馈四季平安果礼盒一份，以及跑山鸡一只预计回报发送时间：项目成功结束后立即发货#¥500-2人／限10人-回馈跑山鸡两只，四季平安果两盒预计回报发送时间：项目成功结束后立即发货#¥988-4人／限20人-回馈跑山鸡一只，四季平安果一盒。另赠送来年生态果园苹果树一年的所有权（命名权、一棵树2017年全年产量，不低于50斤，四年树龄。定期微信为支持者推送果树生长情况，并在微信公众号定期公布果园作业的所有信息），果实在2017年11月中下旬，按照完熟苹果标准采摘后，免费寄到客户指定地点。另赠送公司开心农场自产紫白菜5棵（鲜食品种）。预计回报发送时间：项目成功结束后立即发货|1414|2016-12-09 15:12:42|2017-01-07 21:07:57|农业|None|
第一书记为来自山村的宝——绿色鹅蛋代言|http://www.zhongchou.com/deal-show/id-538366|促进我村脱贫绿色产业发展|山西#吕梁#农业|500|9|100|#“第一书记”为“来自山村的宝---绿色鹅蛋”代言#我是汾阳市食品药品监督管理局派驻三泉镇西贾壁村第一书记于燕，西贾壁村位于汾阳市三泉镇西南部，距离镇政府7公里，南邻孝义边区，村环境优美，绿树成荫，阡陌纵横，民风淳朴，现有农户423户，人口1074人，党员42人，耕地2000余亩，村民以种植和外出务工收入为主。##为了大力提高农民收入，我村村民积极响应上级号召，因地制宜，与省农科院经济作物研究所合作开发核桃林下养鹅项目，成立汾阳市西贾壁村民达苗木专业合作社养鹅场，现在村西南核桃林场养鹅千余只，主要靠林下草喂养，这样不仅节约了林地除草费用，鹅粪还可以增加土壤有机肥含量，提高核桃产量，核桃林下养鹅提高了林上林下经济效益，充分利用土地资源，给消费者提供了营养丰富绿色环保健康的鹅蛋、鹅肉。##鹅为大型草食家禽，素有“长寿之王”的美誉。一般可活三五十年，甚至古稀，个别的可达百岁高龄。2002年鹅被世界粮农组织评为“二十世纪最佳食品”。##鹅产蛋量少，季节性强，年产蛋仅有几十枚，其鹅蛋营养性极为丰富：##1、鹅蛋中磷脂含量高，约一半为卵磷脂，对人脑及神经组织的发育有重大作用，其含量比鸡蛋和鸭蛋要高出许多倍。#2、鹅蛋性味甘微温，有补中益气的作用，治烫火伤，皮肉溃烂疼痛，热毒疮疡的功效。#3、鹅蛋中的维生素也很丰富，蛋黄中有丰富的维生素A、D、E、核黄素和硫胺素，蛋白中的维生素以核黄素和尼克酸居多，这些维生素也是人体必须的维生素。#4、孕妇吃鹅蛋利于补充氨基酸，对胎儿大脑、神经组织以及皮肤发育有益。且具有清脑益智、增强记忆力、补中益气、去胎毒、治疮疡、防寒御冷等功效。##鹅蛋民间小偏方中关于记忆力差、高血压高血脂、糖尿病、预防中风、去胎毒的偏方颇多，鹅蛋对乳腺增生和小儿哮喘等也有显著治疗效果。#####更好的促进我村脱贫绿色产业的发展#另我村核桃林现已进入收获季，汾州核桃历史悠久，果实外形悦目、个大、皮薄、清香可口。核桃仁除含有丰富的脂肪、蛋白质、碳水化合物外，还含有较多的钙、磷、铁等微量元素，是老少皆宜的滋补佳品。长期食用具有益智健脑、补气益血、润燥化痰，温肠润肺、治虚寒、气喘、咳嗽等功效。##小康不小康关键靠老乡，在这决战脱贫攻坚、决胜全面小康的关键时期，作为“第一书记”的我们为所驻村农特产品促销，品牌“代言”，主动对接市场信息，多方面多手段补齐农民短板，帮助农民畅通致富信息，拓宽销售渠道具有义不容辞的责任，希望通过这一平台将我村原生态纯天然无公害土特产品“绿色鹅蛋、优质核桃”推广出去，让更多关注绿色健康食品的消费者知晓，“绿色鹅蛋、优质核桃”是老人、妇女、儿童的食补佳品，更是馈赠亲朋之绿色好礼，希望能够得到更多消费者的支持认可，从而更好的促进我村脱贫致富产业的发展。##地址：汾阳市三泉镇西贾壁村联系人：卫先生电话：13593365539######更好的促进我村脱贫绿色产业的发展#原生态、纯天然、无公害、营养价值高的土特产品”绿色鹅蛋、优质核桃“#¥40-2人-新鲜鹅蛋小礼盒您将获得新鲜大鹅蛋小包装两盒8枚备注：汾阳孝义市内送货上门；由于鹅蛋暂时无法通过快递寄送，首期只供汾阳孝义市区，感谢。预计回报发送时间：项目成功结束后立即发货#¥80-1人-新鲜鹅蛋送礼装您将获得新鲜大鹅蛋精美礼盒包装一盒16枚备注：汾阳孝义市内送货上门；由于鹅蛋暂时无法通过快递寄送，首期只供汾阳孝义市区，感谢。预计回报发送时间：项目成功结束后立即发货#¥100-2人-新鲜鹅蛋简易装您将获得新鲜大鹅蛋6斤（约24枚）备注：汾阳孝义市内送货上门；由于鹅蛋暂时无法通过快递寄送，首期只供汾阳孝义市区，感谢。预计回报发送时间：项目成功结束后立即发货#¥220-0人-优质核桃您将获得汾州新鲜青皮大核桃100斤备注：汾阳孝义市内送货上门；由于鹅蛋暂时无法通过快递寄送，首期只供汾阳孝义市区，感谢。预计回报发送时间：项目成功结束后立即发货|1622|2016-09-05 19:45:25|2016-09-07 21:56:04|农业|山西#吕梁|
ExploreMore—「肥後手作」为你探寻传统西南飨食|http://www.zhongchou.com/deal-show/id-12691|在国人食品安全意识觉醒的时代背景下，旨在（以重庆为中心）发掘西南地区手作食材，确保食材安全、绿色、有机、无公害、非转基因；记录手作古法；设计食材包装。|重庆#果蔬食品#重庆站|8252|8|118|2014-09-0612:09:01--感谢大家的支持，项目已成功结束。共完成8252元的筹资额，达成预定目标的118%，获得8人支持。我们会尽快实施项目，期待大家的后续关注。#2014-09-0423:11:13--截止2014年09月04日，筹款超过100%，感谢大家的支持，期待你们的继续关注。#2014-08-0712:09:01--由肥後发起的项目“ExploreMore—「肥後手作」为你探寻传统西南飨食”上线了。我们的项目必须在2014年09月06日之前，筹集到6999才可成功，希望您能给予支持，持续关注我们的项目#关于我#####关于这个项目######考察路上##我们的设计#●「肥後手作」清水流·豆腐干#######●「肥後手作」籁若水·空心挂面############●「肥後手作」白马氐·蜂糖######●「肥後手作」延水坞·苕粉##########●「肥後手作」延水坞·苕皮######●「肥後手作」遍青山·干黄花########●「肥後手作」待启封·成双×待启封·如蜜礼包#########为什么我们需要您的支持#走访山情人文，恪守飨食古法。碍于财力，「肥後手作」团队希望得到您的支持。#我们的承诺与回报#我们的回报或许只是一份手作食材，却饱含真诚，我们这些微小的回报不足以感谢您对我们的支持，但这一切，却也都是您「吃货精神」的最好体现。一切的承诺与回报，如若让您不满意，随时可与我们联系，我们会努力做好。#如果您收到回报有质量问题，我们将为您免费退换，运费由我们承担。##关注「肥後」微信公众账号，第一时间获取更多关于食材、设计的最新消息。#微信号：explore-more#邮箱：wonglang@yeah.net#电话：18916912410#¥59-1人-「肥後手作」农家自产清水流·豆腐干家庭装1份（18块，1080g）。预计回报发送时间：项目成功结束后30天内#¥99-3人／限50人-「肥後手作」农家自产白马氐·蜂糖1份（250g)。预计回报发送时间：项目成功结束后30天内#¥299-3人／限30人-「肥後手作」全套产品各1份，内容如下：「肥後手作」农家自产清水流·豆腐干1份360g；「肥後手作」农家自产籁若水·空心挂面1份500g；「肥後手作」农家自产遍青山·干黄花1份100g；「肥後手作」农家自产白马氐·蜂糖1份250g；「肥後手作」农家自产延水坞·苕粉1份450g；「肥後手作」农家自产延水坞·苕皮1份250g。预计回报发送时间：项目成功结束后30天内#¥999-0人／限5人-「肥後手作」全套产品各1份+「肥後手作」全套产品代理权。全套产品内容如下：「肥後手作」农家自产清水流·豆腐干1份360g；「肥後手作」农家自产籁若水·空心挂面1份500g；「肥後手作」农家自产遍青山·干黄花1份100g；「肥後手作」农家自产白马氐·蜂糖1份250g；「肥後手作」农家自产延水坞·苕粉1份450g；「肥後手作」农家自产延水坞·苕皮1份250g。预计回报发送时间：项目成功结束后30天内#¥6,999-已满额／限1人-「肥後手作」全套产品各1份+全套产品代理权+VI设计1套（「肥後」工作室为您量身定制）。全套产品内容如下：「肥後手作」农家自产清水流·豆腐干1份360g；「肥後手作」农家自产籁若水·空心挂面1份500g；「肥後手作」农家自产遍青山·干黄花1份100g；「肥後手作」农家自产白马氐·蜂糖1份250g；「肥後手作」农家自产延水坞·苕粉1份450g；「肥後手作」农家自产延水坞·苕皮1份250g。预计回报发送时间：项目成功结束后30天内|1497|2014-08-07 12:39:53|2014-09-04 23:11:13|农业|重庆|果蔬食品#重庆站
2015年新出和田特级干枣----假一赔十|http://www.zhongchou.com/deal-show/id-318121|2015新出特级和田极品大枣，敢跟鸡蛋比大小，VC含量是苹果的80倍，可煲汤熬粥泡茶或直接吃。能补脾益气、润肺生津、养颜驻容、延年益寿，是很好的食补品|新疆#和田#休闲零食#果蔬种植#和田特级枣#美容养颜#延年益寿|1434|8|144|2016-02-2010:00:02--感谢大家的支持，项目已成功结束。共完成1434元的筹资额，达成预定目标的144%，获得8人支持。我们会尽快实施项目，期待大家的后续关注。#2016-01-0502:00:01--截止2016-01-0502时，筹款超过100%，共1013元，获得4人次支持。感谢大家的支持，期待你们的继续关注。#2015-12-3012:00:01--2015-12-3012时，筹资已经超过50%了，离成功越来越近啦~#2015-12-2311:00:01--感谢用户WCQB支持了￥98~#2015-12-2210:00:01--新项目“2015年新出和田特级干枣----假一赔十”上线了。我们的项目必须在2016年02月20日之前，筹集到1000才可成功，希望您能给予支持，持续关注我们的项目##¥49-2人-2015年新出和田特级干枣一斤2015年新出和田特级干枣一斤，精美和田干枣包装袋包装，预计回报发送时间：项目成功结束后立即发货#¥98-2人-2015年新出和田特级干枣二斤2015年新出和田特级干枣二斤，精美礼盒包装。预计回报发送时间：项目成功结束后立即发货#¥141-1人-2015年新出和田特级干枣三斤2015年新出和田特级干枣三斤，精美和田干枣包装袋包装，均价每斤47元。预计回报发送时间：项目成功结束后立即发货#¥225-1人-2015年新出和田特级干枣五斤2015年新出和田特级干枣五斤，精美和田干枣包装袋包装，均价每斤45元。预计回报发送时间：项目成功结束后立即发货#¥387-2人-2015年新出和田特级干枣9斤2015年新出和田特级干枣9斤，精美和田干枣包装袋包装，均价每斤43元。预计回报发送时间：项目成功结束后立即发货#¥820-0人-2015年新出和田特级干枣20斤2015年新出和田特级干枣20斤，精美和田干枣包装袋包装，均价每斤41元。预计回报发送时间：项目成功结束后立即发货|821|2015-12-23 10:34:43|2016-02-18 07:23:00|农业|新疆#和田|休闲零食#果蔬种植#和田特级枣#美容养颜#延年益寿
蜜中极品黑龙江鹤岗市萝北县九里庄园——百花蜜|http://www.zhongchou.com/deal-show/id-732630|愿通过我们的努力，让九里庄峰蜜来到你身旁，让大山深处的“甜”蜜融化你的舌头！|黑龙江#鹤岗#蜂蜜#百花蜜#甜|2088|8|105|#九里庄园——百花蜜#2017-10-31欢声2017#九里庄园的宝藏#九里庄园位于黑龙江省鹤岗市萝北县，一个贫困闭塞的小村落。距离县城遥远，山路崎岖难行。#那里的人民不怕吃苦辛勤劳作#终于发现属于他们的宝藏#“百花蜜“#百花蜜采于春天的百花从中，集百花之精华#富含营养：#百花蜜是多种花蜜酿成的混合蜂蜜，富含果糖及多种氨基酸，维生素和微量元素，营养滋补#缓解伤痛：#在处理伤口时，将蜂蜜涂于患处，可减轻疼痛，促进伤口愈合，防止感染#有助健康;#提高免疫力，改善睡眠，抗疲劳，促进儿童生长发育，常食用可以提高青少年的免疫力，助长发育，增强记忆，可以预防和纠正儿童的贫血#延年益寿:#促进新陈代谢，健肠胃，促进血液循环，保肝，消炎，镇痛，延年益寿#还等什么呢#快来购买吧!#让大山深处的九里庄蜂蜜走近你们身旁#¥30-0人／限999人-旅游装椴树蜜250g一瓶（免运费）预计回报发送时间：项目成功结束后15天内#¥58-0人-实用装椴树蜜500g或百花蜜500g任选一瓶（免运费）预计回报发送时间：项目成功结束后15天内#¥78-0人-实用装黄柏蜜（黄菠萝蜜）500g一瓶（免运费）预计回报发送时间：项目成功结束后15天内#¥110-0人-优惠装椴树蜜500g+百花蜜500g各一瓶（免运费）预计回报发送时间：项目成功结束后15天内#¥175-0人-优惠装椴树蜜500g+百花蜜500g+黄菠萝蜜500g各一瓶（免运费）预计回报发送时间：项目成功结束后15天内#¥258-0人-礼盒装任选一个（1)椴树蜜500g+百花蜜500g+黄菠萝蜜500g+雪蜜500g各一瓶（2）黄菠萝蜜1000g+椴树蜜1000g各一瓶（免运费）预计回报发送时间：项目成功结束后15天内#¥1,688-0人-亲情装在蜜蜂场认领一箱蜜蜂，2018年7月由认领人到蜜蜂场或委托采收新密，蜂蜜全部归认领人所有。一箱蜜蜂平均每年采蜜30斤——80斤之间，保底30斤，自己亲手采蜜集休闲又放心预计回报发送时间：项目成功结束后15天内|849|2017-11-11 22:46:46|2018-01-06 15:05:52|农业|黑龙江#鹤岗|蜂蜜#百花蜜#甜
超级营养食品蜂王浆蜂皇浆，一期超额众筹400%，随订随发假一赔十|http://www.zhongchou.com/deal-show/id-275218|蜜源会蜂农协会下辖秦岭天然洋槐核心区、关中万亩枣树林和汉中百万亩油菜花田三个蜜源地，产品出口美国百分百无添加，以最优的价格和质量供应最纯正天然的蜂产品|陕西#西安#茶酒饮品#生态养殖#长寿#抗癌#蜂王浆|1693|8|170|2016-02-0216:00:01--感谢大家的支持，项目已成功结束。共完成1693元的筹资额，达成预定目标的170%，获得8人支持。我们会尽快实施项目，期待大家的后续关注。#2015-11-0418:00:01--截止2015-11-0418时，筹款超过100%，共1006元，获得5人次支持。感谢大家的支持，期待你们的继续关注。#2015-11-0418:00:01--感谢CNJS0214支持了￥199~#2015-11-0416:00:01--新项目“超级营养食品蜂王浆蜂皇浆，一期超额众筹400%，随订随发假一赔十”上线了。我们的项目必须在2016年02月02日之前，筹集到1000才可成功，希望您能给予支持，持续关注我们的项目##¥99-1人-2015年新出蜂王浆245g2015年新出蜂王浆245g，随订随发预计回报发送时间：项目成功结束后立即发货#¥199-4人-2015年新出蜂王浆500g2015年新出蜂王浆500g，随订随发预计回报发送时间：项目成功结束后立即发货#¥389-2人-2015年新出蜂王浆1000g2015年新出蜂王浆两瓶，每瓶500g，随订随发预计回报发送时间：项目成功结束后立即发货#¥759-0人-2015年新出蜂王浆2000g2015年新出蜂王浆四瓶，每瓶500g，随订随发预计回报发送时间：项目成功结束后立即发货|580|2015-11-04 17:37:28|2016-01-28 20:07:01|农业|陕西#西安|茶酒饮品#生态养殖#长寿#抗癌#蜂王浆
东北有机生态米『鼎业粮道』|http://www.zhongchou.com/deal-show/id-205648|超低价格派送《品鉴装》先品尝！再购买！鼎业粮道有足够的信心成为您的粮食益友！因为纯正，所以敢送！|黑龙江#绥化#生态养殖#果蔬种植#鼎业粮道#东北大米#大米|5096|8|128|2015-10-1315:00:01--感谢大家的支持，项目已成功结束。共完成5096元的筹资额，达成预定目标的128%，获得8人支持。我们会尽快实施项目，期待大家的后续关注。#2015-10-1315:00:01--截止2015-10-1315时，筹款超过100%，共5096元，获得8人次支持。感谢大家的支持，期待你们的继续关注。#2015-09-1815:00:01--截止2015-09-1815时，筹款超过100%，共4031元，获得3人次支持。感谢大家的支持，期待你们的继续关注。#2015-09-1815:00:01--新项目“东北有机生态米『鼎业粮道』”上线了。我们的项目必须在2015年10月13日之前，筹集到4000才可成功，希望您能给予支持，持续关注我们的项目##¥10-2人／限999人-先品尝方知『鼎业粮道』东北有机生态米品鉴装感谢您的支持！我们会不断努力将父母辛苦种植的优质大米，做成实实在在的百姓品牌！您将获得定价38.8元的1KG生态米☆☆☆品鉴装一盒配送费用：￥23预计回报发送时间：项目成功结束后15天内#¥12-0人／限999人-先品尝方知『鼎业粮道』东北寿司专用米品鉴装感谢您的支持！我们会不断努力将父母辛苦种植的优质大米，做成实实在在的百姓品牌！您将获得定价42.8元的1KG东北寿司专用米一盒配送费用：￥23预计回报发送时间：项目成功结束后15天内#¥98-1人／限999人-『鼎业粮道』东北有机生态米☆☆☆家庭装感谢您的支持！我们会不断努力将父母辛苦种植的优质大米，做成实实在在的百姓品牌！您将获得定价128元的5KG生态米☆☆☆家庭装一盒预计回报发送时间：项目成功结束后15天内#¥198-1人／限500人-『鼎业粮道』东北有机生态米☆☆☆☆礼盒装感谢您的支持！我们会不断努力将父母辛苦种植的优质大米，做成实实在在的百姓品牌！您将获得定价268元的5KG生态米☆☆☆☆礼盒装一盒预计回报发送时间：项目成功结束后15天内#¥368-2人／限200人-『鼎业粮道』VIP季度会员感谢您的支持！我们会不断努力将父母辛苦种植的优质大米，做成实实在在的百姓品牌！您将获得定价512元的季卡VIP一次，5KG生态米☆☆☆家庭装X4盒（三赠一）（每月15日发货1盒，持续4个月，如需一次性发货请备注）预计回报发送时间：项目成功结束后15天内#¥1,999-2人／限100人-『鼎业粮道』VIP年度会员感谢您的支持！我们会不断努力将父母辛苦种植的优质大米，做成实实在在的百姓品牌！您将获得定价3216元的年卡VIP一次，5KG生态米☆☆☆☆礼盒装X12盒（每月15日发货1盒，持续12个月，如需一次性发货请备注）预计回报发送时间：项目成功结束后15天内|1142|2015-09-18 14:13:48|2015-09-21 19:49:36|农业|黑龙江#绥化|生态养殖#果蔬种植#鼎业粮道#东北大米#大米
